err_test
0.0020720947
0.016041648
0.0019594608
0.0016536383
0.011627136
0.0018390977
0.0018334329
0.012387863
0.0025226946
0.0015718223
0.0019439484
0.0016509466
0.021650499
0.001791341
0.010230169
0.010713078
0.0015668528
0.0014883812
0.0014675226
0.0019018131
0.0019184415
0.0018155085
0.0014251651
0.0016608805
0.020866124
0.010487659
0.012475896
0.0015846005
0.0014388278
0.0015310423
0.0015618062
0.0018257322
0.022376006
0.0021005897
0.02838065
0.002098417
0.026355097
0.028173875
0.0143234795
0.030423366
0.0015221579
0.027472824
0.011708208
0.001851784
0.0020478182
0.0019856875
0.0014215957
0.023292648
0.001611003
0.002015585
0.0017980332
0.0019191423
0.014510613
0.0127257155
0.015505409
0.021936888
0.0017225901
0.00174441
0.0018543948
0.026830902
0.023837116
0.0016925111
0.01825661
0.028522117
0.0017433612
0.0019350345
0.03365668
0.0017113283
0.028909732
0.023550238
0.0017684723
0.0016657332
0.0014627918
0.020163674
0.012274637
0.0015955279
0.011656559
0.0017609659
0.013223844
0.0017366268
0.0015471115
0.012469995
0.02648463
0.013101696
0.0016175943
0.0014748086
0.0018731841
0.0021329897
0.026116325
0.0015691698
0.0018008205
0.0018674952
0.001678034
0.024592988
0.0122292135
0.0018774973
0.0018524012
0.0016735477
0.0025211575
0.011870514
0.020153977
0.024716673
0.002021917
0.0017446305
0.0017677876
0.0019899276
0.0016439565
0.0015430406
0.0023351717
0.029160628
0.028351808
0.0018717027
0.0016916177
0.0016939255
0.028825188
0.001724687
0.0019092807
0.0020513241
0.00199289
0.0017761316
0.016082563
0.0017483666
0.023098197
0.029596584
0.017930666
0.0022132313
0.0013861449
0.012897413
0.0012500884
0.0019917586
0.009271392
0.0016675072
0.0016242188
0.001876602
0.0017160905
0.0015930018
0.0016071458
0.0017959976
0.001530625
0.0015682165
0.0019253176
0.0019314893
0.0017527742
0.0018378462
0.0017786672
0.012055601
0.0019376185
0.015835334
0.0019073782
0.0018986792
0.0016673211
0.0017981398
0.0016013315
0.0016982766
0.020178737
0.022109572
0.0020002127
0.031192072
0.019701065
0.02873139
0.015278214
0.0015407602
0.0015079294
0.0017484174
0.018110245
0.0017042483
0.0019477606
0.019055398
0.0018520029
0.030249752
0.014091628
0.0016027715
0.029142508
0.0020316285
0.018891128
0.002413727
0.029309103
0.0019234683
0.018408446
0.009626632
0.0019082209
0.030923625
0.011492416
0.0017723367
0.012291359
0.012141992
0.0017802852
0.0018179761
0.028218742
0.018704364
0.013650019
0.0020573859
0.0017499223
0.0015371724
0.0015086767
0.0015217855
0.0018866028
0.016450716
0.014702334
0.012809199
0.0017298403
0.0015400195
0.0017263592
0.0019112504
0.010473733
0.028187227
0.001992336
0.0021717132
0.015388799
0.0019255647
0.001958769
0.0018318549
0.0015287538
0.0019180677
0.0016942731
0.0022006775
0.0019822589
0.0019485359
0.002144346
0.0022445756
0.0021007415
0.01156222
0.01235918
0.0017493371
0.0017868645
0.0014979665
0.0015707182
0.0015929358
0.015761226
0.0016296636
0.0016423136
0.001788488
0.0015771432
0.028380282
0.0017456716
0.018037481
0.031952456
0.0021213
0.002175387
0.0130977575
0.0016430034
0.022905238
0.0018067958
0.03209279
0.0018239013
0.0016422011
0.02531833
0.0014397263
0.0017350718
0.0017343806
0.019606277
0.0013730199
0.0014783703
0.0016552082
0.0019371859
0.02665687
0.0015521903
0.0016787761
0.0019470245
0.0022488341
0.0015149163
0.022503456
0.026222201
0.027918013
0.0014752939
0.023541437
0.019930152
0.001687763
0.01192216
0.02006682
0.0016589442
0.0020928073
0.0015555051
0.02942494
0.028983483
0.024385786
0.013511605
0.022899246
0.011730579
0.0016225099
0.0017953166
0.0022186963
0.013288053
0.024173554
0.0019483486
0.001666697
0.0019799122
0.0018922805
0.0017820653
0.0016493686
0.002134195
0.0020759008
0.0020534745
0.0021033522
0.011434066
0.0015949499
0.0020442996
0.0016487148
0.0017914476
0.0021240248
0.00193319
0.014505592
0.0017013992
0.026180318
0.028304126
0.0020616988
0.0017813753
0.0014006238
0.021195572
0.0019437581
0.0018785485
0.0017092377
0.0018227769
0.0017301782
0.0017527208
0.0019116928
0.0016839647
0.0019234488
0.019835204
0.0020979643
0.0015701215
0.016246453
0.0017792378
0.0015772638
0.002070817
0.026202021
0.0012430025
0.0019384844
0.0018047724
0.0019402219
0.012047584
0.0017835373
0.0014526395
0.02277829
0.0014702899
0.0020503665
0.0020207763
0.0014937988
0.0018917227
0.0020333887
0.0017339294
0.028484834
0.0018584662
0.025670635
0.0014776028
0.0015614378
0.014491194
0.029523274
0.021914141
0.01454407
0.0019463807
0.0024639799
0.018262953
0.0017336323
0.0022766727
0.01806402
0.016900808
0.0021950444
0.0016495632
0.0017304498
0.0012556256
0.0019982338
0.001668019
0.014976103
0.017459508
0.001930157
0.0020511423
0.0014599662
0.001960834
0.023787774
0.0017028628
0.023826402
0.012986243
0.0017674506
0.023435421
0.001556805
0.0018593658
0.03674343
0.030474987
0.014353257
0.018526344
0.0017388185
0.001979417
0.0016921625
0.0017033636
0.012658331
0.001768664
0.012182741
0.017584508
0.0016947599
0.025277473
0.002171637
0.0018112519
0.03196236
0.0018962745
0.0017074598
0.024541782
0.0017794194
0.0014351604
0.0016897892
